locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,p_label,lfc_label,seqnames,type,ID,Name,gene,product,change,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,gene_emap,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
B4U62_06255,1203.6763881602349,-6.352787960584052,0.25076384217681746,-25.333747901759306,1.3574743410169713e-141,3.770384982174638e-139,yes,yes,CP020102.1,CDS,cds-AQZ90021.1,AQZ90021.1,yjaU,hypothetical protein,down,224308.BSU11280,2.4199999999999996e-182,506,"COG2267@1|root,COG2267@2|Bacteria,1UZM1@1239|Firmicutes,4HFJW@91061|Bacilli,1ZD5F@1386|Bacillus",91061|Bacilli,I,carboxylic ester hydrolase activity,yjaU,-,-,-,-,-,-,-,-,-,-,-,Hydrolase_4
B4U62_06260,68.4156253584394,-4.630362054265226,0.4253570006351472,-10.88582542981807,1.3467298107609519e-27,1.5113301209650682e-26,yes,yes,CP020102.1,CDS,cds-AQZ90022.1,AQZ90022.1,yjaV,hypothetical protein,down,224308.BSU11290,5.41e-134,379,"29HWM@1|root,30IFG@2|Bacteria,1UIYB@1239|Firmicutes,4ISWX@91061|Bacilli,1ZKCK@1386|Bacillus",91061|Bacilli,-,-,yjaV,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_06290,79.39260565456566,-3.54413156627656,0.3592730961483321,-9.864728542916847,5.91943456907347e-23,5.314336813123737e-22,yes,yes,CP020102.1,CDS,cds-AQZ90028.1,AQZ90028.1,yjaZ,hypothetical protein,down,224308.BSU11350,9.48e-193,534,"COG5504@1|root,COG5504@2|Bacteria,1UYP6@1239|Firmicutes,4HFSY@91061|Bacilli,1ZCYK@1386|Bacillus",91061|Bacilli,O,Zn-dependent protease,yjaZ,-,-,-,-,-,-,-,-,-,-,-,DUF2268
B4U62_06295,556.9306280774739,-3.3796634819965186,0.2276824363046555,-14.84376018128287,7.635339700120012e-50,2.1207156017083332e-48,yes,yes,CP020102.1,CDS,cds-AQZ90029.1,AQZ90029.1,appD,oligopeptide transport ATP-binding protein AppD,down,224308.BSU11360,6.149999999999998e-234,644,"COG0444@1|root,COG0444@2|Bacteria,1TP6E@1239|Firmicutes,4HA4E@91061|Bacilli,1ZB72@1386|Bacillus",91061|Bacilli,P,Belongs to the ABC transporter superfamily,appD,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,"ko:K02031,ko:K15583,ko:K16202","ko01501,ko02010,ko02024,map01501,map02010,map02024","M00239,M00439,M00566",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.2,3.A.1.5.25",-,-,"ABC_tran,oligo_HPY"
B4U62_06300,187.7665498074449,-2.1291683493610973,0.3260954787790592,-6.529278962508037,6.608706210772219e-11,3.018406002124537e-10,yes,yes,CP020102.1,CDS,cds-AQZ90030.1,AQZ90030.1,appF,dipeptide/oligopeptide/nickel ABC transporter ATP-binding protein,down,224308.BSU11370,2.0699999999999995e-237,652,"COG4608@1|root,COG4608@2|Bacteria,1V36J@1239|Firmicutes,4H9YB@91061|Bacilli,1ZBA4@1386|Bacillus",91061|Bacilli,E,Belongs to the ABC transporter superfamily,appF,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,"ko:K02032,ko:K10823","ko01501,ko02010,ko02024,map01501,map02010,map02024","M00239,M00439",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25",-,-,"ABC_tran,oligo_HPY"
B4U62_06305,1892.8682869349573,-3.3304244983361286,0.2599469895242907,-12.811937173924909,1.4058057846510477e-37,2.36643973749593e-36,yes,yes,CP020102.1,CDS,cds-AQZ90031.1,AQZ90031.1,NA,oligopeptide-binding protein AppA,down,1051501.AYTL01000027_gene686,0,922,"COG0747@1|root,COG0747@2|Bacteria,1TQ0N@1239|Firmicutes,4HARF@91061|Bacilli,1ZC4E@1386|Bacillus",91061|Bacilli,E,"COG0747 ABC-type dipeptide transport system, periplasmic component",appA,-,-,ko:K02035,"ko02024,map02024",M00239,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,SBP_bac_5
B4U62_06310,359.2901327619577,-2.9338991158755143,0.22528516521643885,-13.023046204825876,9.048768996774397e-39,1.6085091768666169e-37,yes,yes,CP020102.1,CDS,cds-AQZ90032.1,AQZ90032.1,appB,peptide ABC transporter permease,down,224308.BSU11390,1.04e-219,607,"COG0601@1|root,COG0601@2|Bacteria,1TP1S@1239|Firmicutes,4HATR@91061|Bacilli,1ZCAV@1386|Bacillus",91061|Bacilli,P,"COG0601 ABC-type dipeptide oligopeptide nickel transport systems, permease components",appB,"GO:0003674,GO:0005215,GO:0006810,GO:0008150,GO:0022857,GO:0051179,GO:0051234,GO:0055085",-,ko:K02033,"ko02024,map02024",M00239,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,BPD_transp_1
B4U62_06315,489.9191499557957,-3.5139496183818824,0.23069242428772885,-15.232184711879153,2.1624305168713215e-52,6.627476701362864e-51,yes,yes,CP020102.1,CDS,cds-AQZ90033.1,AQZ90033.1,appC,peptide ABC transporter permease,down,224308.BSU11400,1.03e-208,578,"COG1173@1|root,COG1173@2|Bacteria,1TP4R@1239|Firmicutes,4HBB9@91061|Bacilli,1ZCNS@1386|Bacillus",91061|Bacilli,EP,"COG1173 ABC-type dipeptide oligopeptide nickel transport systems, permease components",appC,-,-,ko:K02034,"ko02024,map02024",M00239,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,"BPD_transp_1,OppC_N"
B4U62_06320,340.34761069717354,-5.729943978205451,0.39314291251331523,-14.574710101155354,4.068460022873051e-48,1.0511765314911535e-46,yes,yes,CP020102.1,CDS,cds-AQZ90034.1,AQZ90034.1,yjbA,hypothetical protein,down,224308.BSU11410,3.18e-190,526,"28IPR@1|root,2Z8PJ@2|Bacteria,1TPYR@1239|Firmicutes,4HBI7@91061|Bacilli,1ZAX0@1386|Bacillus",91061|Bacilli,S,Belongs to the UPF0736 family,yjbA,-,-,-,-,-,-,-,-,-,-,-,DUF3603
B4U62_06360,24264.9773437158,2.1778054031400913,0.17178279756301373,12.677668742361842,7.863601429284775e-37,1.2707579909724196e-35,yes,yes,CP020102.1,CDS,cds-AQZ90041.1,AQZ90041.1,yjbC,N-acetyltransferase,up,224308.BSU11490,2.6499999999999995e-133,378,"COG0454@1|root,COG0456@2|Bacteria,1TSZY@1239|Firmicutes,4HAYD@91061|Bacilli,1ZD7N@1386|Bacillus",91061|Bacilli,K,COG0454 Histone acetyltransferase HPA2 and related acetyltransferases,yjbC,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_7
B4U62_06370,927.2761585694346,-2.3570257980968363,0.2385409475344308,-9.881011299984985,5.032245828078016e-23,4.5361664219023735e-22,yes,yes,CP020102.1,CDS,cds-AQZ90043.1,AQZ90043.1,yjbE,hypothetical protein,down,224308.BSU11510,7.099999999999999e-144,407,"COG0861@1|root,COG0861@2|Bacteria,1UYA9@1239|Firmicutes,4HETB@91061|Bacilli,1ZRX5@1386|Bacillus",91061|Bacilli,P,Integral membrane protein TerC family,yjbE,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,TerC
B4U62_06390,24.52169312762257,-2.1166538606012306,0.5043537847889865,-4.19676410574931,2.707556842369054e-5,6.916848658294688e-5,yes,yes,CP020102.1,CDS,cds-AQZ90047.1,AQZ90047.1,yizD,hypothetical protein,down,224308.BSU11549,2.68e-28,102,"2AP4C@1|root,31E5Z@2|Bacteria,1U9RE@1239|Firmicutes,4HSI2@91061|Bacilli,1ZJ77@1386|Bacillus",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_06400,5604.633861102084,2.29502702312331,0.238097260157212,9.63903163609669,5.470154779467398e-22,4.674878430760214e-21,yes,yes,CP020102.1,CDS,cds-AQZ90049.1,AQZ90049.1,yjbH,DsbA family protein,up,224308.BSU11550,3.7799999999999994e-218,601,"COG2761@1|root,COG2761@2|Bacteria,1TQ8K@1239|Firmicutes,4HAI8@91061|Bacilli,1ZATS@1386|Bacillus",91061|Bacilli,Q,dithiol-disulfide isomerase involved in polyketide biosynthesis,yjbH,-,-,-,-,-,-,-,-,-,-,-,Thioredoxin_5
B4U62_06405,3388.451601087297,2.357234439084013,0.28185949223683604,8.363154351755224,6.106324139765244e-17,4.1620405639749603e-16,yes,yes,CP020102.1,CDS,cds-AQZ90050.1,AQZ90050.1,yjbI,group 2 truncated hemoglobin YjbI,up,224308.BSU11560,8.579999999999999e-94,273,"COG2346@1|root,COG2346@2|Bacteria,1V6JN@1239|Firmicutes,4HMCZ@91061|Bacilli,1ZQR2@1386|Bacillus",91061|Bacilli,S,Bacterial-like globin,yjbI,-,-,ko:K06886,-,-,-,-,ko00000,-,-,-,Bac_globin
B4U62_06420,102.59737152269349,2.002016899472323,0.6230253341804913,3.2133796005353705,0.0013118278498794864,0.002682817747291504,yes,yes,CP020102.1,CDS,cds-AQZ90052.1,AQZ90052.1,yjbL,hypothetical protein,up,224308.BSU11590,1.8699999999999998e-81,241,"2E3PJ@1|root,32YMN@2|Bacteria,1VGBJ@1239|Firmicutes,4HNU4@91061|Bacilli,1ZIVU@1386|Bacillus",91061|Bacilli,S,Belongs to the UPF0738 family,yjbL,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_06450,827.61198298966406,2.281650791834246,0.28599249369677876,7.978009360809826,1.4871211945114923e-15,9.19160860696672e-15,yes,yes,CP020102.1,CDS,cds-AQZ90057.1,AQZ90057.1,tenA,thiaminase II,up,224308.BSU11650,1.1499999999999997e-176,491,"COG0819@1|root,COG0819@2|Bacteria,1TPK0@1239|Firmicutes,4HCPF@91061|Bacilli,1ZQWS@1386|Bacillus",91061|Bacilli,K,"Catalyzes an amino-pyrimidine hydrolysis reaction at the C5' of the pyrimidine moiety of thiamine compounds, a reaction that is part of a thiamine salvage pathway",tenA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",3.5.99.2,ko:K03707,"ko00730,ko01100,map00730,map01100",-,"R02133,R09993","RC00224,RC00652,RC02832","ko00000,ko00001,ko01000,ko03000",-,-,-,TENA_THI-4
B4U62_06455,433.6881562580888,2.349654308402713,0.4235527275172216,5.547489499538582,2.8980055898059658e-8,1.0402856899109622e-7,yes,yes,CP020102.1,CDS,cds-AQZ90058.1,AQZ90058.1,tenI,thiamine phosphate synthase,up,224308.BSU11660,4.68e-138,391,"COG0352@1|root,COG0352@2|Bacteria,1V6KJ@1239|Firmicutes,4HIM9@91061|Bacilli,1ZH29@1386|Bacillus",91061|Bacilli,H,Transcriptional regulator TenI,tenI,"GO:0003674,GO:0003824,GO:0004789,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",5.3.99.10,ko:K10810,"ko00730,ko01100,map00730,map01100",-,R09977,RC02766,"ko00000,ko00001,ko01000,ko03000",-,-,-,TMP-TENI
B4U62_06465,17.298497502779128,3.146030584449821,0.8491842939814941,3.704767747998859,2.1158450905022308e-4,4.8468121557690273e-4,yes,yes,CP020102.1,CDS,cds-AQZ93034.1,AQZ93034.1,thiS,thiamine biosynthesis protein ThiS,up,224308.BSU11680,5.12e-42,137,"COG2104@1|root,COG2104@2|Bacteria",2|Bacteria,H,thiamine diphosphate biosynthetic process,thiS,-,-,ko:K03154,"ko04122,map04122",-,-,-,"ko00000,ko00001",-,-,iJN678.ycf40,ThiS
B4U62_06490,156.65470143297208,-10.067636829449903,1.2548638015911262,-8.022892059428656,1.032841041425045e-15,6.428495221418627e-15,yes,yes,CP020102.1,CDS,cds-AQZ90064.1,AQZ90064.1,cotO,spore coat protein O,down,224308.BSU11730,1.52e-108,318,"2EECC@1|root,3386N@2|Bacteria,1VFWU@1239|Firmicutes,4HQI6@91061|Bacilli,1ZDKY@1386|Bacillus",91061|Bacilli,S,Spore coat protein,yjbX,"GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0031160,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,Spore_coat_CotO
B4U62_06495,5819.898157265873,-12.72713263359621,0.6773822047585184,-18.788702366536683,9.343622094074618e-79,7.284746769485544e-77,yes,yes,CP020102.1,CDS,cds-AQZ90065.1,AQZ90065.1,cotZ,spore coat protein Z,down,224308.BSU11740,4.57e-108,310,"28Q17@1|root,2ZCJP@2|Bacteria,1V1H6@1239|Firmicutes,4HGUD@91061|Bacilli,1ZESU@1386|Bacillus",91061|Bacilli,S,Spore coat protein,cotZ,-,-,ko:K06344,-,-,-,-,ko00000,-,-,-,Spore-coat_CotZ
B4U62_06500,13805.511901684045,-10.127649686800607,0.416174183681384,-24.33512236922934,8.332497583092476e-131,2.0572010699590534e-128,yes,yes,CP020102.1,CDS,cds-AQZ90066.1,AQZ90066.1,cotY,spore coat protein Y,down,224308.BSU11750,3.12e-124,352,"29X3J@1|root,30ISA@2|Bacteria,1V4YJ@1239|Firmicutes,4HHNC@91061|Bacilli,1ZDHZ@1386|Bacillus",91061|Bacilli,S,Spore coat protein Z,cotY,-,-,ko:K06343,-,-,-,-,ko00000,-,-,-,Spore-coat_CotZ
B4U62_06505,22838.671889544265,-11.53516314152699,0.3482895849460918,-33.11946047227453,1.5593504348611432e-240,2.30991777750764e-237,yes,yes,CP020102.1,CDS,cds-AQZ90067.1,AQZ90067.1,cotX,spore coat protein X,down,224308.BSU11760,3.549999999999999e-110,318,"2CFVW@1|root,32S2K@2|Bacteria,1VBNQ@1239|Firmicutes,4HMD7@91061|Bacilli,1ZGPY@1386|Bacillus",91061|Bacilli,S,Spore Coat Protein X and V domain,cotX,-,-,ko:K06342,-,-,-,-,ko00000,-,-,-,Coat_X
B4U62_06510,1847.4977793892388,-13.739323358430475,1.2214026190960023,-11.2488078407752,2.347433809685577e-29,2.8897495430035195e-28,yes,yes,CP020102.1,CDS,cds-AQZ90068.1,AQZ90068.1,cotW,spore coat protein W,down,224308.BSU11770,1.0799999999999999e-54,172,"2ARSC@1|root,31H3P@2|Bacteria,1UAGS@1239|Firmicutes,4IKV7@91061|Bacilli,1ZHSG@1386|Bacillus",91061|Bacilli,-,-,cotW,-,-,ko:K06341,-,-,-,-,ko00000,-,-,-,-
B4U62_06515,31852.409821883222,-13.169041071719572,0.46281063651928955,-28.45449095716861,4.287869901981768e-178,2.722184834915283e-175,yes,yes,CP020102.1,CDS,cds-AQZ90069.1,AQZ90069.1,cotV,spore coat protein V,down,224308.BSU11780,1.44e-72,219,"29RIB@1|root,30CMA@2|Bacteria,1UA32@1239|Firmicutes,4IKCH@91061|Bacilli,1ZGFD@1386|Bacillus",91061|Bacilli,S,Spore Coat Protein X and V domain,cotV,-,-,ko:K06340,-,-,-,-,ko00000,-,-,-,Coat_X
B4U62_06520,293.7941614805769,-5.742957872915983,0.42810766340918843,-13.414751390298804,4.955922428255036e-41,9.617519332386628e-40,yes,yes,CP020102.1,CDS,cds-AQZ90070.1,AQZ90070.1,yjcA,sporulation protein YjcA,down,224308.BSU11790,8.69e-76,226,"2CDF4@1|root,32RXN@2|Bacteria,1VACE@1239|Firmicutes,4HKM4@91061|Bacilli,1ZHZZ@1386|Bacillus",91061|Bacilli,S,Protein of unknown function (DUF1360),yjcA,-,-,-,-,-,-,-,-,-,-,-,DUF1360
B4U62_06525,95.53920993714965,-10.423497651763686,1.2282793091268116,-8.4862600666731,2.1339359019603427e-17,1.4840706022397126e-16,yes,yes,CP020102.1,CDS,cds-AQZ90071.1,AQZ90071.1,yjzK,hypothetical protein,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_06530,415.9549312878624,-12.539925392839882,1.2267984660271554,-10.221666997554193,1.5858982823961313e-24,1.5287921837241665e-23,yes,yes,CP020102.1,CDS,cds-AQZ90072.1,AQZ90072.1,yjcZ,sporulation protein YjcZ,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_06535,3095.263382548884,-13.010107132726777,0.9082637711354609,-14.32415069959497,1.5460659139367653e-46,3.775119187656585e-45,yes,yes,CP020102.1,CDS,cds-AQZ90073.1,AQZ90073.1,spoVIF,sporulation-specific transcription factor SpoVIF,down,224308.BSU11810,1.88e-52,165,"2E36V@1|root,32Y6J@2|Bacteria,1VFDU@1239|Firmicutes,4HY6K@91061|Bacilli,1ZHWX@1386|Bacillus",91061|Bacilli,S,Stage VI sporulation protein F,spoVIF,-,-,-,-,-,-,-,-,-,-,-,SpoVIF
B4U62_06540,237.06752555241928,-2.1423153784142555,0.19581618281059923,-10.940440915888875,7.383992297133714e-28,8.392445465079853e-27,yes,yes,CP020102.1,CDS,cds-AQZ93035.1,AQZ93035.1,yjcD,ATP-dependent DNA helicase Rep,down,224308.BSU11820,0,1425,"COG0210@1|root,COG0210@2|Bacteria,1TPVG@1239|Firmicutes,4HBVF@91061|Bacilli,1ZCF6@1386|Bacillus",91061|Bacilli,L,DNA helicase,yjcD,-,3.6.4.12,ko:K03657,"ko03420,ko03430,map03420,map03430",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"CoiA,UvrD-helicase,UvrD_C"
B4U62_06570,464.7499155048005,-2.156397182148374,0.2957825268891941,-7.290481979539658,3.0884811741616845e-13,1.6556345401658053e-12,yes,yes,CP020102.1,CDS,cds-AQZ90078.1,AQZ90078.1,yjcJ,cystathionine beta-lyase MetC,down,224308.BSU11880,1.84e-280,766,"COG0626@1|root,COG0626@2|Bacteria,1TPC7@1239|Firmicutes,4HAFQ@91061|Bacilli,1ZAR9@1386|Bacillus",91061|Bacilli,E,cystathionine,metC,"GO:0003674,GO:0003824,GO:0003962,GO:0004123,GO:0016740,GO:0016765,GO:0016829,GO:0016846",4.4.1.8,ko:K01760,"ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230",M00017,"R00782,R01286,R02408,R04941","RC00056,RC00069,RC00382,RC00488,RC00710,RC01245,RC02303","ko00000,ko00001,ko00002,ko01000",-,-,iYO844.BSU11880,Cys_Met_Meta_PP
B4U62_06595,1191.2084636156571,2.912046016857183,0.4462077716235362,6.526210886604783,6.745433002562067e-11,3.074533770603674e-10,yes,yes,CP020102.1,CDS,cds-AQZ90081.1,AQZ90081.1,yjcM,hypothetical protein,up,224308.BSU11910,3.7500000000000003e-269,739,"2DHU9@1|root,300Z5@2|Bacteria,1W055@1239|Firmicutes,4IPY9@91061|Bacilli",91061|Bacilli,S,Putative amidase domain,-,-,-,-,-,-,-,-,-,-,-,-,Amidase_6
B4U62_06645,41256.93126048815,-3.933706957096133,0.4021582433352759,-9.781490302106365,1.3520484055149192e-22,1.1945334222879324e-21,yes,yes,CP020102.1,CDS,cds-AQZ90091.1,AQZ90091.1,yjdB,hypothetical protein,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_06660,13.775096708715298,-2.113453171411876,0.5386629631567271,-3.923516773877313,8.726568647994247e-5,2.105367593468319e-4,yes,yes,CP020102.1,CDS,cds-AQZ90093.1,AQZ90093.1,manA,mannose-6-phosphate isomerase ManA,down,224308.BSU12020,6.199999999999998e-241,660,"COG1482@1|root,COG1482@2|Bacteria,1VRGI@1239|Firmicutes,4HBFW@91061|Bacilli,1ZDJI@1386|Bacillus",91061|Bacilli,G,mannose-6-phosphate isomerase,manA,-,5.3.1.8,ko:K01809,"ko00051,ko00520,ko01100,ko01110,ko01130,map00051,map00520,map01100,map01110,map01130",M00114,R01819,RC00376,"ko00000,ko00001,ko00002,ko01000",-,-,iYO844.BSU12020,PMI_typeI
B4U62_06675,938.6289588676598,-5.723853701375757,0.3054906326277891,-18.736593171908225,2.4907330866097303e-78,1.8760708198124816e-76,yes,yes,CP020102.1,CDS,cds-AQZ90096.1,AQZ90096.1,yjdH,hypothetical protein,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_06700,2409.469756902565,-2.801860922099948,0.4874161722267966,-5.7483954816259795,9.00943105368485e-9,3.384438850598096e-8,yes,yes,CP020102.1,CDS,cds-AQZ93037.1,AQZ93037.1,ctaO,protoheme IX farnesyltransferase,down,224308.BSU12080,2.2199999999999995e-232,640,"COG0109@1|root,COG0109@2|Bacteria,1TPS1@1239|Firmicutes,4HBJT@91061|Bacilli,1ZCJT@1386|Bacillus",91061|Bacilli,O,Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group,ctaB,"GO:0003674,GO:0003824,GO:0004311,GO:0004659,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0015980,GO:0016020,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044464,GO:0045333,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.5.1.141,ko:K02257,"ko00190,ko00860,ko01100,ko01110,ko04714,map00190,map00860,map01100,map01110,map04714",M00154,R07411,RC01786,"ko00000,ko00001,ko00002,ko01000,ko01006,ko03029",-,-,iYO844.BSU12080,UbiA
B4U62_06705,1384.3233087284814,-7.964422328142776,0.346960532255495,-22.954836610286065,1.318375093224392e-116,2.3435435657156792e-114,yes,yes,CP020102.1,CDS,cds-AQZ90101.1,AQZ90101.1,cotT,spore coat protein,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_06710,326.7933124853242,2.988422245410218,0.25950080175072754,11.516042437051313,1.095269456277556e-30,1.4232097847068593e-29,yes,yes,CP020102.1,CDS,cds-AQZ90102.1,AQZ90102.1,yjeA,peptidoglycan-N-acetylmuramic acid deacetylase PdaC,up,224308.BSU12100,0,910,"COG0726@1|root,COG0726@2|Bacteria,1V6DN@1239|Firmicutes,4HEPH@91061|Bacilli,1ZC54@1386|Bacillus",91061|Bacilli,G,Polysaccharide deacetylase,yjeA,"GO:0005575,GO:0016020",3.5.1.104,ko:K22278,-,-,-,-,"ko00000,ko01000",-,-,-,"DUF3298,DUF4163,Polysacc_deac_1"
B4U62_06715,526.6375922766729,-5.690506609143707,0.2820714786557474,-20.173987941860137,1.6572110146527795e-90,1.7962550607602323e-88,yes,yes,CP020102.1,CDS,cds-AQZ90103.1,AQZ90103.1,yjfA,hypothetical protein,down,224308.BSU12110,6.36e-108,311,"2DT08@1|root,33I4U@2|Bacteria,1W0PN@1239|Firmicutes,4HYRZ@91061|Bacilli,1ZMTC@1386|Bacillus",91061|Bacilli,S,Protein of unknown function (DUF2690),-,-,-,-,-,-,-,-,-,-,-,-,DUF2690
B4U62_06745,153.35785499772038,-2.823154472320133,0.5385406432095065,-5.242231032917328,1.5864655200282612e-7,5.28231540129982e-7,yes,yes,CP020102.1,CDS,cds-AQZ90109.1,AQZ90109.1,yjgD,hypothetical protein,down,224308.BSU12170,1.5999999999999998e-122,350,"COG2427@1|root,COG2427@2|Bacteria,1VDZ4@1239|Firmicutes,4HP7W@91061|Bacilli,1ZDHJ@1386|Bacillus",91061|Bacilli,S,Protein of unknown function (DUF1641),yjgD,-,-,-,-,-,-,-,-,-,-,-,DUF1641
B4U62_06775,110.40121308032623,-4.578379546702963,0.41950048432952036,-10.913883815940045,9.893712663861275e-28,1.1159304334568403e-26,yes,yes,CP020102.1,CDS,cds-AQZ90115.1,AQZ90115.1,yjzI,hypothetical protein,down,224308.BSU12229,1.1099999999999999e-41,136,"28XHF@1|root,2ZJEU@2|Bacteria,1W6IS@1239|Firmicutes,4HZXN@91061|Bacilli,1ZJZF@1386|Bacillus",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_06805,1613.7292169423029,2.3015333658823964,0.1752921114432957,13.129703025038335,2.2252748188598626e-39,4.086413758269929e-38,yes,yes,CP020102.1,CDS,cds-AQZ90121.1,AQZ90121.1,rex,hypothetical protein,up,224308.BSU12280,1.3899999999999998e-87,258,"COG2427@1|root,32RCT@2|Bacteria,1V7FZ@1239|Firmicutes,4HK07@91061|Bacilli,1ZR46@1386|Bacillus",91061|Bacilli,S,Protein of unknown function (DUF1641),yjlC,-,-,-,-,-,-,-,-,-,-,-,DUF1641
B4U62_06815,64.53660495678164,-3.5737793533790443,0.4392652021097782,-8.135812571117139,4.0918445136167767e-16,2.6315712038368964e-15,yes,yes,CP020102.1,CDS,cds-AQZ93038.1,AQZ93038.1,uxaC,uronate isomerase,down,224308.BSU12300,0,981,"COG1904@1|root,COG1904@2|Bacteria,1TRI0@1239|Firmicutes,4HCGI@91061|Bacilli,1ZBR3@1386|Bacillus",91061|Bacilli,G,glucuronate isomerase,uxaC,-,5.3.1.12,ko:K01812,"ko00040,ko01100,map00040,map01100","M00061,M00631","R01482,R01983",RC00376,"ko00000,ko00001,ko00002,ko01000",-,-,-,UxaC
B4U62_06825,18.41717841479829,-5.825900754599255,1.1727479193520027,-4.967734888686337,6.773948329474215e-7,2.112521149205853e-6,yes,yes,CP020102.1,CDS,cds-AQZ90124.1,AQZ90124.1,yjmC,ureidoglycolate dehydrogenase,down,224308.BSU12320,2.8699999999999997e-248,681,"COG2055@1|root,COG2055@2|Bacteria,1TR0Z@1239|Firmicutes,4HB6X@91061|Bacilli,1ZB9H@1386|Bacillus",91061|Bacilli,C,Belongs to the LDH2 MDH2 oxidoreductase family,allD,-,1.1.1.350,ko:K00073,"ko00230,ko01120,map00230,map01120",-,"R02935,R02936",RC00169,"ko00000,ko00001,ko01000",-,-,-,Ldh_2
B4U62_06830,12.645684632449923,-4.793897898768485,1.0685678303157762,-4.486283193975457,7.247639485263462e-6,1.9906371985482587e-5,yes,yes,CP020102.1,CDS,cds-AQZ90125.1,AQZ90125.1,yjmD,alcohol dehydrogenase,down,224308.BSU12330,1.6e-246,676,"COG1063@1|root,COG1063@2|Bacteria,1TS6I@1239|Firmicutes,4HBDT@91061|Bacilli,1ZCJC@1386|Bacillus",91061|Bacilli,E,Alcohol dehydrogenase GroES-like domain,yjmD,-,1.1.1.380,ko:K08322,"ko00040,ko01100,map00040,map01100",-,R10848,RC00085,"ko00000,ko00001,ko01000",-,-,iYO844.BSU12330,"ADH_N,ADH_zinc_N"
